"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
1985,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","No","No","No","No","Yes","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes"
1992,"Female","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","No","No","Yes","Yes","Private","Yes","Yes","Yes","Yes","No","Yes","Yes","Art","Study first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","No","No","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","No","Yes","Yes","Yes","No"
1971,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","No","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No"
1995,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Democrat","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","Yes","No","Yes","Check!","No","No","No","Yes","No","No","Yes","No","No","Yes"
1951,"Female","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","Republican","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","No","Yes","TMI","Yes","Yes","Talk","Technology","No","Yes","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
1995,"Male","under $25,000","Single (no kids)","Current Undergraduate","Republican","No","No","Yes","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","No","Yes","No","Yes","Receiving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","No","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
1964,"Female","over $150,000","Single (no kids)","Master's Degree","Republican","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","Yes","TMI","No","No","Talk","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
1992,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Republican","No","No","No","No","Yes","No","Public","No","Yes","Yes","No","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No"
1996,"Male","under $25,000","Single (no kids)","Current K-12","Democrat","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","No","Science","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Only-child","Yes","No","No"
1980,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Democrat","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes"
1994,"Male","over $150,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","No","No","No","No","Yes","No","Yes","No","No","Yes"
1988,"Male","under $25,000","Single (no kids)","Associate's Degree","Democrat","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes"
1985,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","Democrat","No","Yes","No","Yes","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Right","No","Yes","Yes","No","A.M.","No","End","No","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Yay people!","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1994,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Democrat","No","Yes","Yes","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","Yes","No","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Rent","Pessimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","No"
1978.15,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Democrat","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","Yes","Yes","A.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes"
1974,"Female","$25,001 - $50,000","Married (w/kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","No","No","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Yay people!","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No"
1995,"Male","$100,001 - $150,000","Domestic Partners (no kids)","Current K-12","Democrat","Yes","No","Yes","No","Yes","No","Private","No","No","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","End","No","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","No","Mac","No","Risk-friendly","Yes","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
1972,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","No","No","No","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes"
1997,"Female","under $25,000","Single (no kids)","Current K-12","Republican","No","Yes","No","Yes","No","No","Public","No","No","Yes","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","No","No","TMI","No","Yes","Tunes","People","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","Yes","Socialize","Yes","In-person","Yes","No","Yes","Yes","Yay people!","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Mom","No","No","Yes","No","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No"
1973,"Female","$50,000 - $74,999","Single (w/kids)","Master's Degree","Democrat","Yes","Yes","No","Yes","No","No","Public","No","No","No","Yes","Yes","Yes","No","Science","Study first","No","No","No","Yes","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","Yes","Mysterious","No","No","Talk","People","Yes","Yes","No","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","Yes","No"
1980,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","Democrat","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","No","Science","Study first","No","No","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No"
1991,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","No","Grrr people","No","No","No","No","No","No","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Democrat","No","No","No","No","No","Yes","Public","Yes","No","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes"
1950,"Female","$100,001 - $150,000","Married (w/kids)","High School Diploma","Republican","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","No","No","No","No","Mysterious","Yes","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes"
1974,"Male","over $150,000","Married (no kids)","Master's Degree","Democrat","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","Yes","No","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
1972,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","People","No","No","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes"
