YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
1998,Male,"$50,000 - $74,999",Single (no kids),Current K-12,Republican,Yes,Yes,No,No,Yes,No,Private,Yes,No,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,No,Receiving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,No,Yes,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,Yes,Socialize,Yes,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
1995,Female,"under $25,000",Single (no kids),Current K-12,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,People,No,No,Yes,No,No,Supportive,,,Yes,Risk-friendly,Yes,Yes!,Yes,Socialize,Yes,,,,,Yes,Yay people!,No,No,Yes,,Yes,,,Yes,Yes,No,Yes,No,,Optimist,Mom,,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1947,Male,"over $150,000",Married (w/kids),,Republican,No,Yes,No,Yes,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,Yes,TMI,No,Yes,Talk,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,,,,,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1990,Male,"under $25,000",Single (no kids),Current K-12,Republican,,Yes,No,No,Yes,No,Private,,,,,,,,,,,,,,,,,,,,Hot headed,Standard hours,No,Right,Yes,Yes,Yes,Yes,A.M.,,,,,,,No,No,Yes,,,,,,Technology,,,Yes,Yes,No,Demanding,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,
1991,Male,"under $25,000",Single (no kids),High School Diploma,Democrat,,,No,Yes,No,No,,,,,Yes,No,No,Yes,Art,,,,,,,Yes,Yes,Idealist,No,,,,,,,,,,,Yes,End,,Yes,Circumstances,,,,,,,,,Tunes,Technology,,,,,,,,,,,,,,,,,,,,No,,,No,No,Yes,,Yes,No,Yes,,,,,Rent,,,No,No,No,Yes,Nope,Yes,No,,,,No,Yes,,No,No
1969,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Republican,,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,No,A.M.,Yes,Start,No,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,No,Grrr people,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
1998,Female,"under $25,000",Single (no kids),Current K-12,Republican,,Yes,,No,,,Public,,No,No,,Yes,,Yes,Art,,,,,,,,,,,,,,Yes,Happy,,No,No,No,P.M.,Yes,Start,,,Circumstances,Yes,,No,No,,,No,No,Tunes,Technology,No,No,No,,Yes,Supportive,No,PC,,,,Umm...,No,,No,Online,,,No,Yes,Yay people!,,No,Yes,Yes,Yes,No,No,Yes,No,,No,No,,,Dad,No,,,,Nope,,No,No,No,,,Yes,No,No,No
1964,Male,"$100,001 - $150,000",Single (w/kids),Bachelor's Degree,Republican,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,No,Yes,No,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
1992,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,Yes,Nope,Yes,,No,No,Yes,,Yes,No,No,Yes
1980,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Tunes,Technology,No,Yes,No,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,,No,,,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,No
1992,Male,,Single (no kids),Current Undergraduate,Democrat,No,No,No,No,Yes,No,Public,No,No,No,Yes,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Demanding,Yes,PC,No,Cautious,No,Umm...,No,Space,Yes,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Rent,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,No,No,Yes,No,No,Yes
1996,Male,,,High School Diploma,Republican,Yes,Yes,No,No,Yes,Yes,Private,No,Yes,No,Yes,Yes,Yes,No,Science,Try first,No,Yes,Yes,Yes,Receiving,No,Yes,Idealist,No,No,Cool headed,Standard hours,,,,Yes,No,Yes,P.M.,No,Start,No,Yes,Circumstances,No,Yes,Yes,Yes,Yes,TMI,No,No,Talk,People,No,No,Yes,Yes,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,,Yes,No,,Yes,Yes,No,No,No,No,Yes,Own,,,No,,,Yes,Nope,Yes,No,Yes,No,,Yes,Yes,No,No,No
1987,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Democrat,No,Yes,No,No,No,No,Private,No,Yes,No,Yes,No,No,Yes,Art,Study first,No,No,No,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,No,Space,No,Online,Yes,Yes,Yes,No,Grrr people,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Rent,Pessimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No
1994,Female,"under $25,000",Single (no kids),High School Diploma,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,P.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,,,,,,,,,,,,,,,No,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,,,,,,,,,,,,,,,,,,Optimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,No,Yes,,,,,
1942,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,,No,No,No,No,No,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,No,Mysterious,No,Yes,Talk,Technology,No,No,No,Yes,No,Supportive,Yes,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Own,Optimist,Dad,Yes,Yes,,No,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,Yes
1981,Male,"under $25,000",Married (w/kids),Associate's Degree,Republican,No,Yes,No,No,Yes,Yes,Public,,No,No,Yes,No,Yes,Yes,Science,,,No,Yes,No,Giving,No,No,,Yes,Yes,,Odd hours,No,Happy,,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,Yes,No,TMI,No,,Tunes,People,Yes,No,,,Yes,,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,No,No,No,No,No,No,No,No,No,No,No,Rent,Optimist,,Yes,,,,,,,,,,,Yes,,Yes,Yes
1984,Male,,Single (w/kids),High School Diploma,Republican,,,,,,No,,,Yes,No,,,,Yes,,,,,,,,,,,,,,Odd hours,,,No,,,,,,,,,,,,,,,,,,,,,,,,No,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,No,Rent,,,,No,,,,,,,,,No,Yes,,,
1972,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Democrat,No,No,No,No,No,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,No,No,No,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,Yes,Yes,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Rent,Optimist,Mom,No,No,Yes,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1972,Female,"$75,000 - $100,000",Single (no kids),Associate's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,No,No,No,No,Yes,No,Yes,Art,Try first,Yes,No,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,Yes,No,Yes,No,No,Demanding,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Own,Optimist,Mom,Yes,No,No,Yes,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
1969,Male,"over $150,000",Married (no kids),Bachelor's Degree,Democrat,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,No,Receiving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,,,,,In-person,No,No,Yes,No,Yay people!,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,
1981,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,Republican,,Yes,No,Yes,No,No,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,No,No,Mysterious,No,Yes,Talk,People,Yes,No,No,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Rent,Optimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1987,Male,"under $25,000",Single (no kids),High School Diploma,Democrat,,,,,Yes,,Public,,No,,,,,,,,,,,,,,,,,,,Standard hours,,,,,,,A.M.,,,,,,Yes,,,,Yes,,Yes,,Tunes,,,,,,,Demanding,,Mac,,,,,,,,Online,,,,,,Yes,Yes,,,,,Yes,,,,Yes,,Rent,,,,,,,,,,,,,,,,,
2000,Female,"$50,000 - $74,999",Single (w/kids),Current K-12,Democrat,,Yes,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,Yes,Receiving,,No,,No,Yes,Hot headed,Standard hours,No,Happy,No,No,No,Yes,,,,,,,Yes,No,Yes,Yes,No,Mysterious,No,No,,,,No,Yes,No,Yes,Demanding,No,Mac,No,Cautious,Yes,Umm...,Yes,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
1983,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Democrat,,,,,No,Yes,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,Yes,,Yes,No,Idealist,Yes,Yes,,,,,,Yes,Yes,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,,Yes,No,No,TMI,Yes,No,,,,,,,,,,,Yes,Cautious,,Umm...,,Space,No,,,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Rent,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,,,,,,,,,No
1992,Male,,Single (no kids),High School Diploma,Republican,No,No,No,No,Yes,Yes,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,No,No,No,No,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Supportive,Yes,Mac,Yes,Cautious,No,Umm...,Yes,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,No,No,No,No,No,No,No,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Check!,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes
1997,Female,"under $25,000",Single (no kids),Current K-12,Democrat,,,,,,Yes,Public,No,Yes,Yes,,No,Yes,,,Try first,,Yes,Yes,Yes,Giving,No,,Idealist,,Yes,,,,,,,,,,,,,,,,,,No,No,,,,,,,,Yes,No,Yes,Supportive,,Mac,,Risk-friendly,Yes,,,,Yes,,,,,,Yay people!,,,Yes,,,,,,No,,,Yes,,,,,No,,,,,,No,No,,Yes,Only-child,,Yes,
1997,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Democrat,No,No,No,No,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Receiving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Right,Yes,No,No,Yes,A.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,Yes,Mysterious,No,No,Talk,People,Yes,Yes,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No,Umm...,No,Space,Yes,Online,No,Yes,No,Yes,Grrr people,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,No,No,Yes,Check!,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
1977,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,,,,,,,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,Yes,No,Receiving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,Yes,A.M.,,,,,,No,Yes,No,Yes,Yes,TMI,No,Yes,Talk,Technology,Yes,,,,,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,No,,No,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
1983,Male,"$50,000 - $74,999",Married (w/kids),Current Undergraduate,Republican,No,Yes,No,Yes,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Try first,No,No,Yes,No,Giving,No,No,Idealist,Yes,No,Hot headed,Odd hours,Yes,Right,Yes,Yes,Yes,Yes,P.M.,No,Start,No,Yes,Me,No,No,No,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Own,Pessimist,Mom,Yes,No,Yes,Yes,Nope,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
1963,Female,"$100,001 - $150,000",Married (w/kids),Master's Degree,Republican,Yes,No,No,Yes,Yes,Yes,Public,Yes,Yes,No,,Yes,Yes,Yes,Science,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,,Yes,No,Me,Yes,No,Yes,No,Yes,TMI,No,No,Talk,Technology,No,Yes,Yes,No,Yes,Demanding,No,,Yes,Cautious,Yes,,,,,,No,Yes,,Yes,Yay people!,No,,,,Yes,No,,No,Yes,No,No,No,Own,Optimist,Mom,No,Yes,Yes,No,Check!,Yes,No,No,No,,No,Yes,No,Yes,
1953,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Cautious,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Democrat,,,,,,,,,,,,,,Yes,Science,Try first,Yes,,,No,Receiving,,Yes,Pragmatist,,No,,,,,,,,,,,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,Mysterious,,Yes,Tunes,People,,No,Yes,Yes,No,,No,Mac,Yes,Cautious,No,,No,,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,,,No,No,No,No,No,Yes,,,,No,Yes,No,,,,,,,No,No,Yes,,No,Yes
1962,Male,"over $150,000",Married (no kids),High School Diploma,Republican,No,No,No,Yes,No,No,Public,No,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,No,No,Receiving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,Yes,No,Talk,Technology,No,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,,,No,No,Yes,No,Yes,No,Yes,Yes,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,,Yes,No,No,No
1974,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Democrat,Yes,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,No,No,No,Receiving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Standard hours,No,Right,Yes,Yes,Yes,No,P.M.,No,Start,No,Yes,Me,No,Yes,Yes,No,Yes,TMI,Yes,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1994,Female,"over $150,000",Single (no kids),Current Undergraduate,Republican,,Yes,No,No,No,Yes,Public,Yes,Yes,Yes,No,No,No,Yes,Art,Try first,Yes,No,Yes,Yes,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Demanding,No,Mac,Yes,Cautious,No,Umm...,Yes,Space,Yes,Online,No,Yes,No,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,No,No,No
1973,Male,"$75,000 - $100,000",Married (w/kids),Associate's Degree,Democrat,Yes,No,No,Yes,No,No,Public,No,No,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,Yes,No,Hot headed,Standard hours,No,Right,No,Yes,No,No,P.M.,Yes,End,No,Yes,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,No,No,Talk,Technology,No,No,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,,Own,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes
1968,Female,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Republican,,,,,No,,Public,No,Yes,No,Yes,,No,Yes,,,Yes,No,,Yes,Giving,,No,,,Yes,Cool headed,Standard hours,Yes,Happy,,Yes,No,,A.M.,,,Yes,Yes,Me,,,No,Yes,No,Mysterious,,,Talk,Technology,Yes,,,No,,,No,Mac,,Cautious,No,Umm...,No,Space,No,Online,Yes,No,,,,Yes,,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,Optimist,,,Yes,Yes,,Check!,Yes,Yes,No,,,,Yes,,Yes,No
1961,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Democrat,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,No,Yes,TMI,No,No,Talk,People,No,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,Yes,,,,,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,No,No,No,Yes,Yes,No,Yes
1962,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,No,Yes,Yes,No,No,Demanding,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,No,Grrr people,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,No,No
1952,Male,"over $150,000",Married (w/kids),Master's Degree,Democrat,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,Yes,No,TMI,Yes,Yes,Tunes,People,No,Yes,Yes,,Yes,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,
1980,Male,"over $150,000",Married (w/kids),,Democrat,,No,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,No,Yes,Yes,Yes,P.M.,Yes,Start,No,No,Me,Yes,Yes,No,Yes,No,TMI,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,PC,Yes,Cautious,No,,,,,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,No,Yes,No,Check!,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
1990,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,No,Yes,No,Yes,Yes,No,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,Yes,No,No,Giving,No,No,Idealist,No,Yes,Hot headed,Standard hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,TMI,Yes,No,Talk,Technology,No,No,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Grrr people,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Rent,Optimist,Dad,No,No,No,Yes,Check!,Yes,Yes,No,Yes,Yes,No,Only-child,No,No,No
